id,timestamp,type,group,value
15320,15320,1,1,6
15323,15323,3,1,846
15326,15326,3,1,20
15328,15328,4,1,245
15330,15330,5,1,22
15335,15335,2,1,385
15339,15339,1,1,84
15343,15343,3,1,758
15346,15346,3,1,251
15351,15351,3,1,879
15354,15354,1,1,39
15355,15355,2,1,487
15360,15360,5,1,29
15362,15362,6,1,37
15367,15367,1,1,96
15369,15369,5,1,52
15370,15370,6,1,98
15371,15371,4,1,167
15375,15375,4,1,917
15378,15378,1,1,18
15379,15379,3,1,733
15384,15384,5,1,78
15388,15388,5,1,84
15393,15393,4,1,15
15398,15398,1,1,57
15399,15399,1,1,68
15402,15402,3,1,751
15405,15405,4,1,222
15406,15406,2,1,557
15407,15407,3,1,734
15409,15409,6,1,48
15410,15410,0,1,200
15415,15415,2,1,338
15420,15420,5,1,50
15423,15423,1,1,82
15428,15428,2,1,767
15431,15431,0,1,355
15432,15432,2,1,584
15434,15434,1,1,17
15438,15438,4,1,342
15439,15439,1,1,91
15443,15443,4,1,27
15448,15448,0,1,964
15452,15452,3,1,14
15453,15453,5,1,96
15458,15458,5,1,9
15460,15460,6,1,67
15465,15465,5,1,36
15466,15466,0,1,887
15467,15467,6,1,34
15469,15469,3,1,642
15470,15470,4,1,983
15475,15475,6,1,86
15479,15479,2,1,374
15481,15481,6,1,75
15484,15484,1,1,33
15485,15485,4,1,149
15489,15489,6,1,53
15494,15494,4,1,956
15495,15495,2,1,663
15499,15499,3,1,425
15500,15500,5,1,31
15502,15502,1,1,29
15506,15506,3,1,923
15508,15508,1,1,20
15509,15509,3,1,304
15514,15514,2,1,303
15517,15517,1,1,28
15522,15522,2,1,576
15524,15524,2,1,377
15526,15526,1,1,20
15531,15531,3,1,240
15534,15534,1,1,58
15537,15537,4,1,656
15540,15540,3,1,114
15541,15541,5,1,43
15542,15542,3,1,333
15546,15546,4,1,367
15549,15549,2,1,650
15553,15553,0,1,275
15555,15555,5,1,38
15558,15558,5,1,87
15561,15561,3,1,181
15566,15566,6,1,19
15567,15567,6,1,77
15571,15571,2,1,779
15572,15572,6,1,23
15574,15574,5,1,69
15578,15578,6,1,26
15581,15581,5,1,12
15584,15584,4,1,110
15589,15589,3,1,857
15592,15592,3,1,526
15595,15595,6,1,75
15597,15597,4,1,516
15599,15599,2,1,961
15601,15601,0,1,526
15605,15605,3,1,571
15607,15607,6,1,56
15611,15611,1,1,98
15615,15615,0,1,795
15618,15618,6,1,48
15622,15622,1,1,98
15625,15625,5,1,10
15628,15628,3,1,471
15633,15633,4,1,309
15635,15635,2,1,678
15640,15640,3,1,286
15645,15645,3,1,934
15649,15649,4,1,1000
15652,15652,4,1,982
15655,15655,6,1,15
15659,15659,2,1,472
15660,15660,3,1,670
15662,15662,4,1,740
15665,15665,3,1,370
15666,15666,1,1,48
15670,15670,2,1,131
15675,15675,1,1,10
15677,15677,4,1,186
15681,15681,0,1,997
15683,15683,3,1,137
15688,15688,5,1,70
15690,15690,1,1,60
15691,15691,1,1,77
15695,15695,4,1,252
15700,15700,3,1,152
15701,15701,0,1,430
15705,15705,6,1,46
15706,15706,1,1,12
15707,15707,3,1,114
15710,15710,5,1,53
15712,15712,5,1,29
15715,15715,3,1,781
15716,15716,0,1,985
15720,15720,5,1,91
15725,15725,0,1,583
15730,15730,2,1,668
15735,15735,6,1,55
15736,15736,4,1,901
15741,15741,0,1,842
15742,15742,5,1,73
15746,15746,4,1,719
15750,15750,6,1,14
15754,15754,4,1,383
15757,15757,2,1,379
15758,15758,2,1,793
15760,15760,3,1,459
15761,15761,1,1,29
15766,15766,5,1,72
15771,15771,5,1,69
15776,15776,6,1,37
15781,15781,0,1,19
15782,15782,3,1,112
15784,15784,6,1,31
15789,15789,5,1,74
15790,15790,4,1,410
15791,15791,0,1,233
15796,15796,0,1,222
15799,15799,5,1,74
15802,15802,6,1,86
15806,15806,0,1,9
15811,15811,5,1,10
15812,15812,3,1,24
15817,15817,5,1,96
15821,15821,4,1,100
15824,15824,3,1,133
15829,15829,0,1,363
15831,15831,2,1,625
15836,15836,5,1,68
15837,15837,6,1,54
15841,15841,6,1,22
15846,15846,1,1,63
15847,15847,3,1,365
15852,15852,2,1,574
15853,15853,2,1,507
15857,15857,5,1,44
15858,15858,5,1,4
15863,15863,4,1,399
15865,15865,5,1,12
15870,15870,5,1,31
15872,15872,1,1,48
15876,15876,3,1,733
15879,15879,4,1,760
15880,15880,0,1,932
15881,15881,2,1,294
15886,15886,1,1,64
15888,15888,5,1,11
15891,15891,1,1,83
15895,15895,3,1,468
15898,15898,2,1,949
15903,15903,5,1,81
15907,15907,4,1,138
15909,15909,1,1,96
15910,15910,2,1,378
15913,15913,3,1,726
15917,15917,2,1,72
15921,15921,3,1,594
15922,15922,3,1,938
15925,15925,0,1,688
15926,15926,2,1,591
15930,15930,3,1,435
15931,15931,6,1,74
15934,15934,1,1,57
15939,15939,4,1,542
15942,15942,6,1,74
15944,15944,3,1,536
15948,15948,5,1,36
15950,15950,2,1,285
15951,15951,6,1,30
15952,15952,5,1,54
15954,15954,6,1,62
15959,15959,5,1,61
15961,15961,2,1,915
15965,15965,6,1,26
15969,15969,1,1,42
15974,15974,3,1,721
15977,15977,2,1,213
15980,15980,5,1,59
15982,15982,0,1,427
15986,15986,0,1,315
15991,15991,0,1,729
15996,15996,3,1,711
15999,15999,1,1,47
16004,16004,6,1,75
16005,16005,2,1,156
16010,16010,3,1,804
16015,16015,5,1,24
16017,16017,3,1,758
16021,16021,1,1,41
16026,16026,1,1,25
16030,16030,2,1,876
16035,16035,6,1,37
16036,16036,2,1,744
16039,16039,2,1,318
16041,16041,0,1,444
16045,16045,6,1,37
16046,16046,1,1,86
16049,16049,5,1,25
16054,16054,3,1,971
16058,16058,1,1,56
16061,16061,3,1,554
16066,16066,0,1,695
16070,16070,0,1,847
16075,16075,4,1,474
16077,16077,0,1,431
16079,16079,1,1,96
16082,16082,0,1,912
16087,16087,3,1,680
16088,16088,6,1,39
16090,16090,3,1,278
16093,16093,3,1,980
16097,16097,4,1,822
16101,16101,0,1,652
16103,16103,1,1,67
16105,16105,2,1,211
16110,16110,5,1,96
16111,16111,3,1,992
16113,16113,5,1,3
16117,16117,4,1,821
16119,16119,5,1,70
16122,16122,2,1,852
16127,16127,0,1,57
16130,16130,6,1,94
16132,16132,3,1,432
16133,16133,3,1,2
16135,16135,6,1,45
16139,16139,2,1,546
16144,16144,2,1,570
16147,16147,3,1,814
16148,16148,3,1,194
16151,16151,0,1,370
16156,16156,3,1,501
16157,16157,6,1,98
16160,16160,3,1,467
16163,16163,4,1,666
16168,16168,5,1,47
16170,16170,0,1,356
16173,16173,6,1,74
16177,16177,2,1,556
16181,16181,4,1,297
16182,16182,5,1,45
16185,16185,3,1,127
16186,16186,2,1,877
16190,16190,6,1,95
16191,16191,2,1,69
16192,16192,4,1,469
16194,16194,1,1,84
16199,16199,1,1,78
16201,16201,4,1,708
16205,16205,6,1,41
16209,16209,1,1,61
16211,16211,1,1,59
16212,16212,2,1,277
16216,16216,5,1,21
16220,16220,3,1,12
16221,16221,0,1,859
16224,16224,6,1,38
16225,16225,3,1,508
16226,16226,5,1,98
16227,16227,2,1,520
16229,16229,1,1,19
16232,16232,5,1,26
16235,16235,3,1,337
16240,16240,3,1,421
16243,16243,6,1,31
16246,16246,0,1,817
16248,16248,1,1,81
16251,16251,5,1,6
16256,16256,5,1,3
16257,16257,1,1,79
16261,16261,1,1,2
16263,16263,6,1,15
16264,16264,4,1,220
16268,16268,1,1,90
16273,16273,5,1,5
16278,16278,4,1,317
16280,16280,1,1,95
16281,16281,2,1,323
16283,16283,3,1,417
16287,16287,4,1,45
16288,16288,2,1,476
16291,16291,2,1,840
16296,16296,4,1,978
16299,16299,1,1,10
16300,16300,3,1,635
16305,16305,1,1,81
16310,16310,2,1,426
16314,16314,3,1,886
16316,16316,5,1,53
16321,16321,2,1,403
16324,16324,1,1,47
16329,16329,1,1,43
16334,16334,2,1,627
16339,16339,2,1,623
16340,16340,5,1,75
16345,16345,5,1,75
16350,16350,5,1,39
16352,16352,4,1,917
16355,16355,2,1,394
16358,16358,6,1,63
16363,16363,4,1,346
16364,16364,2,1,663
16367,16367,5,1,2
16370,16370,6,1,53
16372,16372,3,1,5
16376,16376,3,1,517
16380,16380,6,1,8
16385,16385,1,1,45
16386,16386,4,1,435
16391,16391,2,1,965
16393,16393,1,1,15
16394,16394,2,1,590
16396,16396,1,1,66
16400,16400,1,1,91
16401,16401,5,1,89
16406,16406,5,1,44
16409,16409,4,1,149
16414,16414,0,1,518
16415,16415,6,1,93
16416,16416,2,1,225
16419,16419,0,1,2
16422,16422,5,1,44
16425,16425,3,1,311
16429,16429,6,1,37
16430,16430,4,1,723
16433,16433,5,1,51
16436,16436,1,1,16
16440,16440,6,1,19
16443,16443,4,1,50
16448,16448,4,1,964
16453,16453,0,1,940
16458,16458,2,1,183
16461,16461,3,1,423
16466,16466,4,1,569
16467,16467,6,1,1
16470,16470,4,1,697
16471,16471,3,1,247
16472,16472,0,1,585
16473,16473,5,1,44
16474,16474,2,1,907
16479,16479,1,1,87
16482,16482,1,1,35
16483,16483,0,1,666
16485,16485,1,1,58
16486,16486,3,1,558
16487,16487,3,1,893
16489,16489,3,1,244
16490,16490,3,1,811
16492,16492,4,1,533
16496,16496,4,1,705
16499,16499,4,1,928
16502,16502,6,1,41
16504,16504,0,1,497
16506,16506,5,1,30
16510,16510,0,1,441
16514,16514,1,1,98
16519,16519,1,1,75
16521,16521,6,1,27
16524,16524,4,1,261
16528,16528,2,1,58
16529,16529,6,1,64
16534,16534,6,1,87
16535,16535,2,1,519
16538,16538,0,1,755
16541,16541,0,1,733
16544,16544,6,1,67
16545,16545,4,1,39
16546,16546,3,1,268
16549,16549,1,1,54
16550,16550,5,1,76
16554,16554,6,1,2
16556,16556,1,1,51
16560,16560,6,1,31
16564,16564,3,1,449
16567,16567,4,1,68
16570,16570,1,1,86
16575,16575,5,1,79
16577,16577,6,1,13
16580,16580,4,1,792
16585,16585,0,1,873
16588,16588,1,1,28
16593,16593,1,1,89
16596,16596,3,1,993
16597,16597,3,1,573
16600,16600,3,1,785
16605,16605,6,1,24
16606,16606,2,1,419
16608,16608,6,1,13
16612,16612,5,1,51
16617,16617,3,1,870
16621,16621,3,1,658
16625,16625,3,1,736
16626,16626,3,1,369
16630,16630,1,1,75
16632,16632,0,1,43
16635,16635,3,1,13
16637,16637,2,1,857
16639,16639,2,1,439
16644,16644,3,1,46
16648,16648,1,1,89
16650,16650,5,1,25
16653,16653,6,1,61
16655,16655,6,1,65
16658,16658,5,1,13
16661,16661,2,1,583
16662,16662,1,1,10
16664,16664,6,1,21
16667,16667,1,1,1
16671,16671,1,1,49
16676,16676,6,1,36
16677,16677,6,1,26
16682,16682,5,1,27
16686,16686,6,1,84
16691,16691,1,1,14
16696,16696,0,1,402
16701,16701,3,1,808
16702,16702,0,1,25
16707,16707,2,1,717
16709,16709,5,1,2
16714,16714,0,1,597
16717,16717,0,1,574
16721,16721,0,1,101
16725,16725,5,1,25
16727,16727,1,1,64
16732,16732,0,1,319
16737,16737,6,1,48
16742,16742,5,1,5
16743,16743,5,1,25
16745,16745,4,1,803
16748,16748,1,1,12
16753,16753,6,1,25
16755,16755,1,1,26
16758,16758,4,1,353
16759,16759,0,1,343
16764,16764,3,1,994
16766,16766,3,1,650
16770,16770,2,1,130
16772,16772,0,1,193
16773,16773,1,1,32
16775,16775,5,1,61
16778,16778,1,1,10
16780,16780,5,1,83
16783,16783,5,1,67
16787,16787,5,1,50
16791,16791,0,1,692
16794,16794,1,1,27
16798,16798,3,1,357
16800,16800,6,1,29
16805,16805,3,1,904
16810,16810,6,1,31
16815,16815,1,1,37
16817,16817,2,1,31
16821,16821,3,1,262
16822,16822,0,1,451
16825,16825,4,1,168
16830,16830,5,1,52
16832,16832,1,1,77
16836,16836,3,1,859
16838,16838,5,1,8
16843,16843,3,1,949
16848,16848,2,1,762
16853,16853,6,1,88
16857,16857,6,1,5
16861,16861,1,1,16
16865,16865,2,1,71
16870,16870,1,1,64
16871,16871,2,1,330
16876,16876,1,1,68
16879,16879,6,1,2
16881,16881,5,1,85
16882,16882,0,1,759
16887,16887,0,1,301
16889,16889,5,1,98
16894,16894,0,1,683
16898,16898,0,1,529
16900,16900,0,1,157
16904,16904,5,1,34
16906,16906,1,1,85
16907,16907,0,1,32
16910,16910,6,1,15
16911,16911,3,1,653
16916,16916,4,1,944
16919,16919,0,1,562
16923,16923,6,1,95
16925,16925,5,1,17
16927,16927,3,1,989
16932,16932,5,1,11
16934,16934,6,1,96
16938,16938,5,1,25
16939,16939,6,1,87
16942,16942,4,1,895
16946,16946,6,1,9
16949,16949,1,1,67
16950,16950,5,1,39
16954,16954,1,1,87
16955,16955,6,1,15
16957,16957,3,1,777
16961,16961,4,1,168
16964,16964,6,1,39
16968,16968,2,1,297
16973,16973,3,1,447
16974,16974,6,1,100
16979,16979,6,1,14
16984,16984,1,1,26
16986,16986,6,1,59
16987,16987,0,1,823
16990,16990,0,1,815
16995,16995,6,1,22
16996,16996,0,1,755
16997,16997,1,1,6
16998,16998,4,1,867
17003,17003,2,1,371
17005,17005,0,1,101
17010,17010,5,1,63
17015,17015,5,1,23
17017,17017,1,1,2
17018,17018,6,1,38
17019,17019,6,1,37
17024,17024,3,1,111
17028,17028,4,1,101
17030,17030,3,1,550
17032,17032,5,1,15
17033,17033,6,1,26
17037,17037,5,1,23
17042,17042,0,1,299
17043,17043,0,1,747
17045,17045,3,1,556
17048,17048,0,1,731
17053,17053,0,1,692
17058,17058,4,1,491
17063,17063,1,1,70
17068,17068,3,1,413
17072,17072,5,1,81
17077,17077,5,1,60
17079,17079,5,1,47
17082,17082,3,1,84
17084,17084,1,1,75
17087,17087,3,1,297
17091,17091,0,1,107
17096,17096,1,1,99
17098,17098,3,1,912
17100,17100,4,1,874
17103,17103,5,1,78
17106,17106,2,1,950
17109,17109,2,1,914
17111,17111,4,1,49
17116,17116,3,1,337
17117,17117,0,1,472
17121,17121,1,1,47
17125,17125,5,1,30
17126,17126,2,1,254
17131,17131,6,1,45
17132,17132,3,1,508
17136,17136,6,1,42
17141,17141,0,1,406
17142,17142,5,1,78
17146,17146,1,1,95
17150,17150,0,1,247
17153,17153,4,1,316
17157,17157,1,1,37
17160,17160,1,1,31
17165,17165,6,1,29
17166,17166,0,1,245
17170,17170,2,1,618
17172,17172,6,1,10
17177,17177,0,1,685
17179,17179,1,1,33
17180,17180,2,1,77
17182,17182,2,1,439
17186,17186,2,1,871
17189,17189,4,1,427
17194,17194,5,1,92
17197,17197,1,1,50
17198,17198,5,1,2
17201,17201,1,1,57
17204,17204,5,1,88
17209,17209,2,1,639
17212,17212,2,1,354
17216,17216,3,1,929
17221,17221,5,1,11
17223,17223,1,1,78
17225,17225,4,1,750
17229,17229,2,1,953
17230,17230,0,1,52
17233,17233,0,1,24
17236,17236,6,1,54
17237,17237,3,1,757
17241,17241,6,1,25
17242,17242,4,1,961
17245,17245,3,1,469
17247,17247,3,1,587
17252,17252,4,1,691
17256,17256,6,1,56
17261,17261,5,1,54
17265,17265,5,1,46
17266,17266,3,1,947
17267,17267,1,1,80
17270,17270,4,1,817
17272,17272,2,1,967
17274,17274,5,1,57
17278,17278,0,1,991
17279,17279,0,1,97
17282,17282,1,1,85
17286,17286,4,1,67
17290,17290,3,1,138
17293,17293,4,1,915
17296,17296,6,1,3
17300,17300,2,1,724
17301,17301,6,1,48
17303,17303,1,1,32
17304,17304,3,1,7
17308,17308,2,1,679
17311,17311,5,1,12
17312,17312,1,1,87
17314,17314,4,1,482
17316,17316,3,1,767
17320,17320,1,1,21
17323,17323,1,1,38
17327,17327,4,1,694
17330,17330,1,1,91
17331,17331,5,1,42
17334,17334,2,1,38
17336,17336,5,1,34
17338,17338,4,1,964
17342,17342,0,1,771
17346,17346,6,1,67
17351,17351,1,1,3
17356,17356,2,1,438
17359,17359,0,1,732
17361,17361,3,1,855
17365,17365,5,1,93
17367,17367,0,1,198
17371,17371,4,1,170
17376,17376,5,1,78
17379,17379,1,1,74
17381,17381,5,1,100
17383,17383,5,1,51
17387,17387,5,1,33
17392,17392,4,1,856
17394,17394,6,1,99
17398,17398,0,1,244
17399,17399,2,1,630
17401,17401,5,1,99
17403,17403,0,1,766
17404,17404,5,1,35
17406,17406,2,1,517
17411,17411,5,1,93
17412,17412,3,1,630
17416,17416,3,1,971
17421,17421,6,1,100
17424,17424,1,1,24
17428,17428,3,1,713
17433,17433,5,1,36
17438,17438,6,1,5
17440,17440,1,1,56
17444,17444,3,1,799
17449,17449,0,1,760
17452,17452,0,1,645
17454,17454,1,1,13
17458,17458,5,1,42
17463,17463,6,1,48
17466,17466,1,1,16
17470,17470,3,1,50
17471,17471,2,1,125
17476,17476,4,1,315
17480,17480,3,1,93
17482,17482,4,1,424
17487,17487,5,1,95
17490,17490,2,1,645
17493,17493,5,1,18
17495,17495,1,1,44
17496,17496,2,1,377
17498,17498,1,1,98
17502,17502,2,1,485
17504,17504,1,1,35
17508,17508,2,1,646
17510,17510,4,1,624
17511,17511,6,1,7
17512,17512,2,1,318
17513,17513,1,1,42
17518,17518,3,1,643
17519,17519,4,1,203
17524,17524,3,1,263
17528,17528,6,1,22
17530,17530,6,1,78
17534,17534,6,1,91
17538,17538,2,1,432
17543,17543,1,1,7
17546,17546,0,1,10
17547,17547,5,1,44
17552,17552,1,1,69
17556,17556,1,1,54
17561,17561,2,1,939
17562,17562,3,1,583
17563,17563,4,1,368
17565,17565,2,1,311
17566,17566,2,1,975
17568,17568,4,1,531
17569,17569,6,1,10
17573,17573,2,1,552
17574,17574,4,1,495
17577,17577,1,1,77
17580,17580,2,1,492
17582,17582,2,1,781
17587,17587,2,1,610
17592,17592,3,1,124
17595,17595,2,1,291
17599,17599,3,1,425
17600,17600,3,1,748
17604,17604,0,1,792
17608,17608,2,1,342
17610,17610,3,1,61
17614,17614,1,1,84
17616,17616,4,1,20
17618,17618,4,1,952
17623,17623,6,1,71
17627,17627,4,1,69
17630,17630,3,1,363
17634,17634,3,1,549
17638,17638,5,1,51
17640,17640,3,1,984
17645,17645,4,1,689
17648,17648,3,1,574
17653,17653,5,1,4
17658,17658,1,1,44
17661,17661,1,1,4
17662,17662,5,1,47
17664,17664,2,1,903
17667,17667,3,1,478
17672,17672,0,1,537
17675,17675,0,1,801
17678,17678,1,1,37
17681,17681,2,1,488
17682,17682,1,1,75
17686,17686,1,1,26
17691,17691,5,1,55
17693,17693,2,1,401
17694,17694,6,1,96
17697,17697,3,1,553
17700,17700,4,1,670
17704,17704,6,1,9
17709,17709,2,1,1
17712,17712,0,1,503
17713,17713,3,1,103
17716,17716,3,1,22
17721,17721,0,1,318
17726,17726,1,1,90
17731,17731,1,1,65
17736,17736,2,1,537
17740,17740,0,1,872
17744,17744,4,1,859
17749,17749,0,1,864
17754,17754,5,1,41
17756,17756,2,1,553
17759,17759,2,1,434
17761,17761,2,1,296
17764,17764,6,1,13
17768,17768,0,1,408
17773,17773,4,1,451
17778,17778,1,1,97
17783,17783,1,1,87
17788,17788,3,1,21
17792,17792,1,1,91
17794,17794,2,1,121
17795,17795,3,1,629
17798,17798,3,1,911
17802,17802,4,1,68
17806,17806,1,1,6
17811,17811,3,1,522
17812,17812,3,1,335
17813,17813,4,1,459
17815,17815,6,1,47
17816,17816,3,1,203
17821,17821,2,1,696
17822,17822,3,1,728
17827,17827,0,1,982
17829,17829,2,1,979
17830,17830,1,1,78
17835,17835,0,1,69
17836,17836,4,1,920
17837,17837,6,1,92
17841,17841,2,1,634
17842,17842,4,1,518
17844,17844,4,1,429
17845,17845,3,1,125
17849,17849,0,1,835
17852,17852,1,1,98
17857,17857,4,1,90
17860,17860,4,1,533
17865,17865,2,1,408
17870,17870,3,1,986
17871,17871,5,1,3
17876,17876,5,1,69
17877,17877,5,1,82
17881,17881,6,1,47
17885,17885,5,1,49
17888,17888,5,1,32
17891,17891,1,1,54
17894,17894,2,1,834
17895,17895,0,1,562
17898,17898,6,1,55
17900,17900,0,1,984
17904,17904,2,1,991
17907,17907,5,1,29
17908,17908,4,1,247
17912,17912,6,1,56
17913,17913,3,1,444
17914,17914,1,1,62
17915,17915,1,1,46
17920,17920,2,1,510
17924,17924,2,1,136
17926,17926,2,1,681
17927,17927,6,1,21
17930,17930,2,1,955
17935,17935,0,1,759
17936,17936,3,1,97
17939,17939,4,1,301
17941,17941,1,1,95
17943,17943,0,1,502
17946,17946,2,1,776
17948,17948,0,1,734
17953,17953,3,1,421
17957,17957,5,1,95
17959,17959,1,1,38
17961,17961,1,1,94
17963,17963,4,1,479
17967,17967,1,1,59
17972,17972,5,1,28
17974,17974,3,1,64
17979,17979,0,1,558
17982,17982,4,1,653
17984,17984,3,1,993
17985,17985,5,1,86
17990,17990,0,1,337
17995,17995,5,1,76
17996,17996,3,1,267
18000,18000,4,1,801
18001,18001,2,1,3
18005,18005,5,1,91
18006,18006,3,1,106
18010,18010,1,1,23
18014,18014,0,1,85
18018,18018,2,1,68
18022,18022,2,1,997
18024,18024,4,1,822
18026,18026,1,1,38
18027,18027,4,1,768
18030,18030,5,1,1
18031,18031,2,1,370
18032,18032,5,1,46
18034,18034,5,1,79
18038,18038,2,1,935
18039,18039,5,1,25
18044,18044,4,1,488
18047,18047,3,1,421
18048,18048,6,1,67
18050,18050,5,1,4
18051,18051,4,1,107
18056,18056,2,1,269
18058,18058,5,1,15
18060,18060,1,1,45
18061,18061,2,1,208
18066,18066,4,1,730
18067,18067,4,1,76
18071,18071,2,1,923
18072,18072,2,1,352
18075,18075,3,1,276
18076,18076,5,1,93
18080,18080,6,1,98
18082,18082,3,1,281
18083,18083,4,1,755
18085,18085,3,1,973
18086,18086,4,1,621
18091,18091,2,1,712
18096,18096,3,1,623
18098,18098,0,1,38
18103,18103,3,1,725
18106,18106,0,1,40
18108,18108,0,1,526
18113,18113,2,1,842
18116,18116,5,1,70
18118,18118,1,1,8
18120,18120,1,1,2
18121,18121,6,1,8
18123,18123,2,1,486
18125,18125,0,1,720
18127,18127,4,1,855
18128,18128,2,1,405
18133,18133,6,1,89
18135,18135,5,1,23
18138,18138,6,1,7
18140,18140,2,1,588
18143,18143,4,1,901
18148,18148,6,1,58
18152,18152,4,1,51
18155,18155,2,1,782
18157,18157,2,1,696
18162,18162,3,1,374
18164,18164,2,1,69
18166,18166,0,1,366
18170,18170,1,1,79
18175,18175,4,1,384
18176,18176,3,1,692
18180,18180,2,1,69
18183,18183,6,1,38
18184,18184,3,1,659
18185,18185,2,1,8
18190,18190,1,1,6
18195,18195,0,1,504
18199,18199,0,1,529
18203,18203,3,1,860
18205,18205,1,1,48
18210,18210,1,1,43
18212,18212,2,1,695
18214,18214,2,1,835
18215,18215,6,1,25
18220,18220,5,1,14
18221,18221,4,1,541
18222,18222,3,1,141
18227,18227,6,1,59
18232,18232,1,1,92
18237,18237,6,1,1
18242,18242,2,1,358
18247,18247,1,1,55
18249,18249,2,1,783
18254,18254,0,1,746
18257,18257,4,1,22
18259,18259,2,1,976
18263,18263,0,1,511
18264,18264,5,1,90
18266,18266,0,1,691
18270,18270,6,1,61
18274,18274,4,1,511
18278,18278,2,1,2
18282,18282,0,1,704
18286,18286,1,1,19
18289,18289,1,1,16
18293,18293,1,1,42
18296,18296,6,1,76
18301,18301,3,1,151
18303,18303,5,1,80
18307,18307,6,1,4
18311,18311,2,1,488
18316,18316,2,1,799
18317,18317,1,1,65
18321,18321,5,1,38
18322,18322,4,1,850
18326,18326,2,1,893
18330,18330,1,1,41
18333,18333,4,1,527
18334,18334,0,1,286
18336,18336,2,1,339
18341,18341,4,1,849
18343,18343,6,1,48
18345,18345,2,1,513
18346,18346,5,1,7
18347,18347,3,1,674
18352,18352,2,1,44
18356,18356,1,1,61
18361,18361,0,1,634
18366,18366,2,1,654
18367,18367,0,1,145
18372,18372,0,1,905
18376,18376,5,1,31
18378,18378,5,1,39
18382,18382,6,1,80
18387,18387,0,1,870
18388,18388,2,1,278
18393,18393,4,1,743
18394,18394,4,1,178
18395,18395,5,1,47
18397,18397,0,1,57
18402,18402,0,1,81
18407,18407,6,1,82
18409,18409,0,1,860
18414,18414,5,1,4
18415,18415,6,1,89
18420,18420,2,1,350
18424,18424,3,1,710
18428,18428,0,1,58
18430,18430,4,1,467
18434,18434,5,1,71
18435,18435,6,1,16
18440,18440,2,1,751
18442,18442,5,1,68
18446,18446,0,1,903
18449,18449,2,1,55
18452,18452,1,1,63
18455,18455,6,1,62
18460,18460,4,1,149
18465,18465,5,1,99
18466,18466,1,1,93
18467,18467,6,1,18
18472,18472,6,1,67
18477,18477,1,1,62
18478,18478,5,1,21
18481,18481,6,1,97
18483,18483,4,1,147
18486,18486,5,1,2
18489,18489,2,1,479
18494,18494,3,1,565
18495,18495,0,1,214
18497,18497,0,1,113
18500,18500,2,1,839
18501,18501,5,1,83
18505,18505,0,1,837
18509,18509,1,1,9
18513,18513,2,1,495
18517,18517,6,1,98
18518,18518,2,1,233
18521,18521,3,1,648
18524,18524,2,1,873
18527,18527,5,1,97
18532,18532,5,1,94
18534,18534,4,1,668
18535,18535,1,1,44
18537,18537,6,1,19
18539,18539,5,1,97
18544,18544,2,1,406
18546,18546,4,1,777
18550,18550,5,1,48
18552,18552,1,1,69
18556,18556,0,1,914
18560,18560,5,1,10
18561,18561,3,1,846
18565,18565,6,1,21
18570,18570,6,1,98
18572,18572,4,1,678
18573,18573,4,1,366
18578,18578,0,1,460
18581,18581,2,1,618
18585,18585,4,1,926
18586,18586,2,1,236
18589,18589,5,1,96
18592,18592,3,1,974
18593,18593,0,1,150
18594,18594,1,1,74
18598,18598,2,1,329
18602,18602,3,1,664
18603,18603,3,1,671
18606,18606,4,1,984
18610,18610,5,1,35
18613,18613,3,1,260
18614,18614,3,1,447
18616,18616,2,1,457
18617,18617,6,1,15
18620,18620,6,1,19
18625,18625,6,1,37
18626,18626,4,1,258
18629,18629,3,1,973
18632,18632,1,1,61
18633,18633,4,1,985
18637,18637,0,1,448
18638,18638,4,1,557
18643,18643,5,1,57
18644,18644,0,1,903
18647,18647,3,1,896
18648,18648,5,1,40
18649,18649,6,1,15
18654,18654,4,1,196
18658,18658,2,1,246
18661,18661,5,1,71
18663,18663,0,1,728
18667,18667,2,1,512
18671,18671,3,1,406
18672,18672,1,1,46
18673,18673,3,1,609
18678,18678,3,1,564
18679,18679,2,1,537
18682,18682,4,1,848
18686,18686,4,1,89
18687,18687,6,1,6
18689,18689,2,1,457
18694,18694,6,1,95
18697,18697,6,1,53
18702,18702,3,1,818
18706,18706,3,1,828
18710,18710,6,1,94
18712,18712,4,1,474
18715,18715,1,1,96
18720,18720,0,1,633
18723,18723,4,1,557
18728,18728,4,1,755
18732,18732,1,1,30
18736,18736,4,1,354
18741,18741,3,1,138
18743,18743,3,1,36
18748,18748,2,1,243
18752,18752,4,1,486
18757,18757,4,1,940
18761,18761,3,1,484
18764,18764,4,1,637
18765,18765,4,1,23
18767,18767,1,1,95
18768,18768,5,1,71
18771,18771,0,1,26
18776,18776,0,1,921
18780,18780,3,1,156
18784,18784,2,1,441
18785,18785,2,1,68
18788,18788,1,1,38
18793,18793,4,1,64
18795,18795,0,1,714
18796,18796,5,1,30
18797,18797,0,1,894
18801,18801,0,1,86
18803,18803,6,1,15
18804,18804,1,1,41
18809,18809,1,1,84
18813,18813,3,1,619
18816,18816,4,1,694
18818,18818,0,1,838
18820,18820,6,1,71
18823,18823,2,1,985
18826,18826,2,1,704
18831,18831,5,1,4
18835,18835,5,1,43
18838,18838,0,1,742
18839,18839,1,1,5
18841,18841,0,1,685
18844,18844,4,1,704
18845,18845,0,1,83
18848,18848,1,1,31
18853,18853,2,1,62
